epoch,timestamp,learning_rate,epoch_time_seconds,epoch_time_formatted,l2,phase,ipd,warp,warp_smooth,intermediate_l2,intermediate_phase,intermediate_ipd,accumulated_loss
1,2026-04-18 09:30:05,0.001,795.6831257343292,00:13:15,0.0005551096983253956,1.1820101737976074,0.983379065990448,0.0,0.0,0.0005373280728235841,1.2228937149047852,1.022627592086792,0.2437676191329956
2,2026-04-18 09:43:24,0.001,798.775413274765,00:13:18,0.00029664667090401053,1.0748049020767212,0.8618841767311096,0.0,0.0,0.00032314713462255895,1.1025182008743286,0.8974008560180664,0.21959149837493896
3,2026-04-18 09:56:43,0.001,799.4920344352722,00:13:19,0.00026708151563070714,1.0366052389144897,0.8406755924224854,0.0,0.0,0.00029889505822211504,1.0644677877426147,0.877141535282135,0.21180550754070282
4,2026-04-18 10:10:03,0.001,799.4692504405975,00:13:19,0.00025021444889716804,1.0110580921173096,0.8278867602348328,0.0,0.0,0.00028709706384688616,1.039802074432373,0.8644956946372986,0.20669792592525482
5,2026-04-18 10:23:22,0.001,799.5789239406586,00:13:19,0.0002369521971559152,0.9879781603813171,0.815420925617218,0.0,0.0,0.00028016234864480793,1.0193133354187012,0.8539978861808777,0.20228052139282227
6,2026-04-18 10:36:42,0.001,799.3978221416473,00:13:19,0.00022327581245917827,0.9723795652389526,0.8062037825584412,0.0,0.0,0.00027356130885891616,1.0054333209991455,0.8468735814094543,0.19927166402339935
7,2026-04-18 10:50:01,0.001,799.6491479873657,00:13:19,0.0002137744304491207,0.9603688716888428,0.7991653084754944,0.0,0.0,0.00027005907031707466,0.9947568774223328,0.8418242335319519,0.19696380198001862
8,2026-04-18 11:03:21,0.001,799.5136036872864,00:13:19,0.00020997777755837888,0.9495038390159607,0.7934003472328186,0.0,0.0,0.00026832183357328176,0.9855819344520569,0.8379095792770386,0.19494357705116272
9,2026-04-18 11:16:40,0.001,799.4338018894196,00:13:19,0.00020506701548583806,0.9397069811820984,0.7865215539932251,0.0,0.0,0.00026719074230641127,0.9770322442054749,0.8327111601829529,0.1930907964706421
10,2026-04-18 11:30:00,0.001,799.430507183075,00:13:19,0.00019972676818724722,0.9327360391616821,0.7831562757492065,0.0,0.0,0.00026558616082184017,0.9710437655448914,0.830352783203125,0.19177396595478058
11,2026-04-18 11:43:19,0.001,799.5544619560242,00:13:19,0.00019709554908331484,0.9271553754806519,0.7801520228385925,0.0,0.0,0.00026495143538340926,0.9658297300338745,0.8286225199699402,0.19068464636802673
12,2026-04-18 11:56:39,0.001,799.5815126895905,00:13:19,0.0001928695128299296,0.920884370803833,0.7751821875572205,0.0,0.0,0.0002637478173710406,0.9603574275970459,0.8249127864837646,0.18949399888515472
13,2026-04-18 12:09:59,0.001,799.6374623775482,00:13:19,0.00019003624038305134,0.9138063192367554,0.7721555233001709,0.0,0.0,0.00026211002841591835,0.9542635083198547,0.8225287199020386,0.1881631463766098
14,2026-04-18 12:23:18,0.001,799.5081028938293,00:13:19,0.0001891505380626768,0.9105793237686157,0.7703457474708557,0.0,0.0,0.0002616740530356765,0.9512528777122498,0.8213489055633545,0.18753552436828613
15,2026-04-18 12:36:38,0.001,799.5432505607605,00:13:19,0.00018637062748894095,0.9070433974266052,0.7680895328521729,0.0,0.0,0.0002618477155920118,0.9477266073226929,0.8195227384567261,0.18682155013084412
16,2026-04-18 12:49:57,0.001,799.5999422073364,00:13:19,0.0001848510146373883,0.9028998017311096,0.7656720876693726,0.0,0.0,0.00026059563970193267,0.9443969130516052,0.8179863691329956,0.18606607615947723
17,2026-04-18 13:03:17,0.001,799.5281324386597,00:13:19,0.00018496109987609088,0.8996214270591736,0.7640479207038879,0.0,0.0,0.00026099677779711783,0.9416639804840088,0.8169305920600891,0.18546628952026367
18,2026-04-18 13:16:37,0.001,799.6832993030548,00:13:19,0.00018167021335102618,0.8978792428970337,0.7624293565750122,0.0,0.0,0.0002591850934550166,0.9399741888046265,0.8158688545227051,0.18510805070400238
19,2026-04-18 13:29:56,0.001,799.5706987380981,00:13:19,0.0001793699193513021,0.8962036967277527,0.7611167430877686,0.0,0.0,0.00025833313702605665,0.9383352994918823,0.814821720123291,0.18476688861846924
20,2026-04-18 13:43:16,0.001,799.731767654419,00:13:19,0.000178383503225632,0.8919782042503357,0.7592571377754211,0.0,0.0,0.0002574986719992012,0.934764564037323,0.8136035203933716,0.183981791138649
21,2026-04-18 13:56:36,0.001,799.5648565292358,00:13:19,0.00017831366858445108,0.8914437294006348,0.7592502236366272,0.0,0.0,0.0002585716138128191,0.9343241453170776,0.8138209581375122,0.1838875561952591
22,2026-04-18 14:09:55,0.001,799.4652280807495,00:13:19,0.0001766589848557487,0.8892770409584045,0.7575607895851135,0.0,0.0,0.00025755795650184155,0.9321613311767578,0.8124434947967529,0.18344655632972717
23,2026-04-18 14:23:15,0.001,799.6247673034668,00:13:19,0.00017479831876698881,0.8874915838241577,0.7571958303451538,0.0,0.0,0.0002565750328358263,0.9304363131523132,0.8121981024742126,0.1830868422985077
24,2026-04-18 14:36:34,0.001,799.5109777450562,00:13:19,0.00017487534205429256,0.8867433071136475,0.7562799453735352,0.0,0.0,0.0002566853363532573,0.9297518134117126,0.8116080164909363,0.18294410407543182
25,2026-04-18 14:49:54,0.001,799.4634704589844,00:13:19,0.00017394049791619182,0.8834918141365051,0.7544295191764832,0.0,0.0,0.00025634278426878154,0.9271981120109558,0.8105080723762512,0.1823597103357315
26,2026-04-18 15:03:13,0.001,799.4313409328461,00:13:19,0.00017249578377231956,0.8811804056167603,0.7531628608703613,0.0,0.0,0.0002554521197453141,0.9251510500907898,0.8093737363815308,0.18191687762737274
27,2026-04-18 15:16:33,0.001,799.5156197547913,00:13:19,0.0001725633628666401,0.8809740543365479,0.7539054751396179,0.0,0.0,0.00025525977252982557,0.9249691963195801,0.8102442026138306,0.18187777698040009
28,2026-04-18 15:29:52,0.001,799.4179480075836,00:13:19,0.00017178231792058796,0.8799057602882385,0.7516966462135315,0.0,0.0,0.0002549194323364645,0.9239630103111267,0.8084372282028198,0.18166686594486237
29,2026-04-18 15:43:12,0.001,799.5314424037933,00:13:19,0.000170978280948475,0.8785910606384277,0.7517008185386658,0.0,0.0,0.00025508154067210853,0.9227475523948669,0.8086918592453003,0.1814122498035431
30,2026-04-18 15:56:31,0.001,799.4912304878235,00:13:19,0.00017167213081847876,0.8775629997253418,0.751386821269989,0.0,0.0,0.00025474297581240535,0.9222180247306824,0.8086649775505066,0.1812571883201599
31,2026-04-18 16:09:51,0.001,799.8906400203705,00:13:19,0.00016999655053950846,0.8762657642364502,0.7503519654273987,0.0,0.0,0.0002542071742936969,0.9207109212875366,0.8076608777046204,0.18097008764743805
32,2026-04-18 16:23:10,0.001,799.3788375854492,00:13:19,0.00016952163423411548,0.8745109438896179,0.7498719692230225,0.0,0.0,0.00025417469441890717,0.9191799163818359,0.8071752786636353,0.1806401163339615
33,2026-04-18 16:36:30,0.001,799.4981763362885,00:13:19,0.00016871678235474974,0.8740407228469849,0.7493019700050354,0.0,0.0,0.0002533514052629471,0.9188416004180908,0.807283341884613,0.18055430054664612
34,2026-04-18 16:49:49,0.001,799.4324705600739,00:13:19,0.00016943532682489604,0.8738248348236084,0.7482365369796753,0.0,0.0,0.0002539971610531211,0.9186651110649109,0.8064502477645874,0.18051910400390625
35,2026-04-18 17:03:09,0.001,799.4584028720856,00:13:19,0.00016839835734572262,0.8708738684654236,0.7480306029319763,0.0,0.0,0.0002536949177738279,0.916024923324585,0.8063026666641235,0.1799560934305191
36,2026-04-18 17:16:29,0.001,799.838784456253,00:13:19,0.00016749181668274105,0.8691800832748413,0.747286856174469,0.0,0.0,0.00025299619301222265,0.9144228100776672,0.8056551814079285,0.17962172627449036
37,2026-04-18 17:29:48,0.001,799.76367354393,00:13:19,0.00016809160297270864,0.8706269264221191,0.7471526265144348,0.0,0.0,0.00025358085986226797,0.9158435463905334,0.8055742979049683,0.17991219460964203
38,2026-04-18 17:43:08,0.001,799.4653117656708,00:13:19,0.0001676529209362343,0.8690392374992371,0.7467731833457947,0.0,0.0,0.0002531144127715379,0.9143767952919006,0.8053978085517883,0.1796036809682846
39,2026-04-18 17:56:27,0.001,799.4786579608917,00:13:19,0.0001673276856308803,0.8680590391159058,0.7468376159667969,0.0,0.0,0.0002530699421186,0.9136231541633606,0.8054808378219604,0.17942965030670166
40,2026-04-18 18:09:47,0.001,799.3247425556183,00:13:19,0.0001665275194682181,0.8683314919471741,0.7466696500778198,0.0,0.0,0.00025292750797234476,0.9136825799942017,0.805382490158081,0.1794598251581192
41,2026-04-18 18:23:06,0.001,799.4345335960388,00:13:19,0.0001657950779190287,0.8669913411140442,0.7459487318992615,0.0,0.0,0.00025216955691576004,0.9127383828163147,0.8048726320266724,0.1792268604040146
42,2026-04-18 18:36:26,0.001,799.4112894535065,00:13:19,0.00016586287529207766,0.8658866286277771,0.7449533939361572,0.0,0.0,0.00025211903266608715,0.9115056395530701,0.8041235208511353,0.17899304628372192
43,2026-04-18 18:49:45,0.001,799.4174203872681,00:13:19,0.00016455496370326728,0.864458441734314,0.7449983954429626,0.0,0.0,0.0002519546542316675,0.9102731347084045,0.8039512634277344,0.17872285842895508
44,2026-04-18 19:03:04,0.001,799.3623819351196,00:13:19,0.00016569306899327785,0.8637899160385132,0.7443748116493225,0.0,0.0,0.00025274304789491,0.9096750020980835,0.8035590052604675,0.17860174179077148
45,2026-04-18 19:16:24,0.001,799.4308149814606,00:13:19,0.0001645339943934232,0.8632952570915222,0.7442934513092041,0.0,0.0,0.0002519381232559681,0.9093363285064697,0.8036329746246338,0.17851263284683228
46,2026-04-18 19:29:43,0.001,799.5017175674438,00:13:19,0.00016357935965061188,0.8620811104774475,0.7438838481903076,0.0,0.0,0.00025150689180009067,0.9081097841262817,0.8033506274223328,0.1782640814781189
47,2026-04-18 19:43:03,0.001,799.3348214626312,00:13:19,0.00016422693443018943,0.8614107370376587,0.7432681918144226,0.0,0.0,0.0002520103589631617,0.9075797200202942,0.8029661774635315,0.17814789712429047
48,2026-04-18 19:56:22,0.001,799.3780510425568,00:13:19,0.0001630900806048885,0.8600252866744995,0.7423368096351624,0.0,0.0,0.00025139396893791854,0.906050980091095,0.8018486499786377,0.17785070836544037
49,2026-04-18 20:09:41,0.001,799.2925717830658,00:13:19,0.00016317628615070134,0.8611919283866882,0.7427663207054138,0.0,0.0,0.0002514688530936837,0.9071741700172424,0.8023715019226074,0.1780805140733719
50,2026-04-18 20:23:01,0.001,799.4181926250458,00:13:19,0.0001639193360460922,0.8593307733535767,0.7419695258140564,0.0,0.0,0.0002514756051823497,0.9057533740997314,0.8019098043441772,0.17775467038154602
51,2026-04-18 20:36:20,0.001,798.7239077091217,00:13:18,0.0003262831596657634,0.8333303332328796,0.6854655146598816,0.0,0.0,0.0005469760508276522,0.8649563789367676,0.7041235566139221,0.674239456653595
52,2026-04-18 20:49:38,0.001,798.3424775600433,00:13:18,0.00029620726127177477,0.8245458602905273,0.6709645390510559,0.0,0.0,0.0005093743093311787,0.8415809273719788,0.6728828549385071,0.6554900407791138
53,2026-04-18 21:02:56,0.001,798.324944972992,00:13:18,0.0002931744384113699,0.8241273164749146,0.6681656241416931,0.0,0.0,0.0005074472865089774,0.838013231754303,0.6655458807945251,0.651835560798645
54,2026-04-18 21:16:15,0.001,798.3139402866364,00:13:18,0.0002953858638647944,0.8228784799575806,0.665602445602417,0.0,0.0,0.0005105338641442358,0.8365328907966614,0.6621195673942566,0.6496464610099792
55,2026-04-18 21:29:33,0.001,798.1675357818604,00:13:18,0.0002953250368591398,0.8233953714370728,0.6637294888496399,0.0,0.0,0.0005106196040287614,0.8364624977111816,0.6593918800354004,0.6483326554298401
56,2026-04-18 21:42:51,0.001,798.300194978714,00:13:18,0.00029861173243261874,0.821843147277832,0.6614941954612732,0.0,0.0,0.0005115762469358742,0.8337844014167786,0.6548247933387756,0.64566969871521
57,2026-04-18 21:56:09,0.001,798.2416548728943,00:13:18,0.0002998689014930278,0.8199392557144165,0.659509003162384,0.0,0.0,0.0005100069101899862,0.8335917592048645,0.6538211703300476,0.6444576978683472
58,2026-04-18 22:09:28,0.001,798.246794462204,00:13:18,0.0003012915258295834,0.8193719983100891,0.6582626104354858,0.0,0.0,0.0005095338565297425,0.8331887125968933,0.6521376371383667,0.6434371471405029
59,2026-04-18 22:22:46,0.001,798.3887045383453,00:13:18,0.0003004155878443271,0.8181048035621643,0.6565605998039246,0.0,0.0,0.0005102141294628382,0.8316214084625244,0.6502110362052917,0.6419211030006409
60,2026-04-18 22:36:04,0.001,798.451226234436,00:13:18,0.00030522971064783633,0.8171352744102478,0.6548948884010315,0.0,0.0,0.0005111249629408121,0.8320670127868652,0.649017870426178,0.6410028338432312
61,2026-04-18 22:49:23,0.001,798.3612155914307,00:13:18,0.00030532071832567453,0.8164456486701965,0.654167115688324,0.0,0.0,0.0005101249553263187,0.8310976624488831,0.6470075845718384,0.6399312615394592
62,2026-04-18 23:02:41,0.001,798.3539593219757,00:13:18,0.0003009328793268651,0.8174474239349365,0.6544150710105896,0.0,0.0,0.0005101895658299327,0.8312294483184814,0.6461988091468811,0.6399189233779907
63,2026-04-18 23:15:59,0.001,798.2636137008667,00:13:18,0.00030578082078136504,0.8144811987876892,0.6522233486175537,0.0,0.0,0.0005120709538459778,0.8289520144462585,0.644402801990509,0.6379572749137878
64,2026-04-18 23:29:18,0.001,798.4081254005432,00:13:18,0.0003070149396080524,0.8145198822021484,0.6509866714477539,0.0,0.0,0.0005122037255205214,0.8289393186569214,0.6421608924865723,0.6369214653968811
65,2026-04-18 23:42:36,0.001,798.2462337017059,00:13:18,0.00030703883385285735,0.8136501312255859,0.6502865552902222,0.0,0.0,0.0005125789903104305,0.8287569284439087,0.6412227749824524,0.6362729072570801
66,2026-04-18 23:55:54,0.0005,798.1983258724213,00:13:18,0.000308853923343122,0.8126139044761658,0.6487767696380615,0.0,0.0,0.0005122378934174776,0.828706681728363,0.6400637626647949,0.635313093662262
67,2026-04-19 00:09:12,0.0005,798.1783792972565,00:13:18,0.0002603212487883866,0.8086737990379333,0.6452316641807556,0.0,0.0,0.0004616596270352602,0.8217507600784302,0.6239579916000366,0.6274867057800293
68,2026-04-19 00:22:31,0.0005,798.0613372325897,00:13:18,0.0002565458999015391,0.8119569420814514,0.6475886702537537,0.0,0.0,0.00045509845949709415,0.8246217370033264,0.6219215393066406,0.62847501039505
69,2026-04-19 00:35:49,0.0005,798.2475118637085,00:13:18,0.0002557826810516417,0.8114563822746277,0.6469168663024902,0.0,0.0,0.0004540785448625684,0.8250436186790466,0.6210464835166931,0.6279932260513306
70,2026-04-19 00:49:07,0.0005,798.2400181293488,00:13:18,0.00025312797515653074,0.8123342394828796,0.6473079919815063,0.0,0.0,0.000452101492555812,0.8259528279304504,0.6204066872596741,0.6281723976135254
71,2026-04-19 01:02:25,0.0005,798.0423464775085,00:13:18,0.0002504887233953923,0.8126612901687622,0.6475203037261963,0.0,0.0,0.0004517748602665961,0.8261455297470093,0.6206865310668945,0.628389835357666
72,2026-04-19 01:15:43,0.0005,798.274067401886,00:13:18,0.0002494848449714482,0.8125893473625183,0.6475620269775391,0.0,0.0,0.0004502680094446987,0.8265620470046997,0.6201498508453369,0.6282858848571777
73,2026-04-19 01:29:02,0.0005,798.123547077179,00:13:18,0.00024976686108857393,0.8121299147605896,0.6468672156333923,0.0,0.0,0.00044964696280658245,0.8271520733833313,0.6195959448814392,0.6279306411743164
74,2026-04-19 01:42:20,0.0005,798.2622759342194,00:13:18,0.00024806743022054434,0.8118554949760437,0.6465474367141724,0.0,0.0,0.000450030347565189,0.8265640139579773,0.6195125579833984,0.6276747584342957
75,2026-04-19 01:55:38,0.0005,798.3120386600494,00:13:18,0.00024878254043869674,0.8119646906852722,0.6461362838745117,0.0,0.0,0.0004484494565986097,0.8265995979309082,0.6197446584701538,0.6276406645774841
76,2026-04-19 02:08:57,0.0005,798.3883771896362,00:13:18,0.0002470589824952185,0.8123708367347717,0.6465804576873779,0.0,0.0,0.00044835705193690956,0.8268067836761475,0.6193002462387085,0.6277275085449219
77,2026-04-19 02:22:15,0.0005,798.1098501682281,00:13:18,0.00024832331109791994,0.8115857839584351,0.6460615992546082,0.0,0.0,0.00044925810652785003,0.8267017602920532,0.6188822388648987,0.6273191571235657
78,2026-04-19 02:35:32,0.0005,797.80757188797,00:13:17,0.0002497272798791528,0.8095906376838684,0.6451004147529602,0.0,0.0,0.0004497347690630704,0.8251903653144836,0.6183159947395325,0.6263408064842224
79,2026-04-19 02:48:50,0.0005,797.8492059707642,00:13:17,0.00024807185400277376,0.8107457160949707,0.6451215147972107,0.0,0.0,0.0004488237027544528,0.8258451223373413,0.6174386739730835,0.6263473629951477
80,2026-04-19 03:02:08,0.0005,797.9354720115662,00:13:17,0.0002506684686522931,0.8100144863128662,0.6441369652748108,0.0,0.0,0.0004507967096287757,0.8253419995307922,0.616633951663971,0.6256394386291504
81,2026-04-19 03:15:26,0.0005,798.0947711467743,00:13:18,0.0002490698534529656,0.8096389174461365,0.6436988711357117,0.0,0.0,0.0004506910336203873,0.825031042098999,0.6155074238777161,0.6250616312026978
82,2026-04-19 03:28:44,0.00025,797.8804652690887,00:13:17,0.00025000766618177295,0.8091132640838623,0.6437323093414307,0.0,0.0,0.0004511854494921863,0.8249766826629639,0.6160174012184143,0.6251416802406311
83,2026-04-19 03:42:02,0.00025,797.8752152919769,00:13:17,0.00022214517230167985,0.8061444759368896,0.6406826376914978,0.0,0.0,0.0004274396342225373,0.8221845030784607,0.605627715587616,0.6200909614562988
84,2026-04-19 03:55:20,0.00025,797.944700717926,00:13:17,0.000216666201595217,0.8098440766334534,0.6428945064544678,0.0,0.0,0.0004243337898515165,0.8242401480674744,0.6018936634063721,0.6204725503921509
85,2026-04-19 04:08:38,0.00025,797.8011445999146,00:13:17,0.00021557223226409405,0.8103909492492676,0.6436686515808105,0.0,0.0,0.00042390101589262486,0.8246961832046509,0.6015446782112122,0.6207456588745117
86,2026-04-19 04:21:56,0.00025,797.7888848781586,00:13:17,0.00021483984892256558,0.8102149963378906,0.6433591842651367,0.0,0.0,0.00042196412687189877,0.824923038482666,0.6003227233886719,0.6202865242958069
87,2026-04-19 04:35:14,0.00025,797.9830808639526,00:13:17,0.00021362409461289644,0.8112948536872864,0.6438644528388977,0.0,0.0,0.0004213377833366394,0.82602858543396,0.6003713607788086,0.6207738518714905
88,2026-04-19 04:48:32,0.00025,797.9671678543091,00:13:17,0.00021382712293416262,0.8111215829849243,0.64369797706604,0.0,0.0,0.0004208419704809785,0.8263752460479736,0.6002270579338074,0.6207060217857361
89,2026-04-19 05:01:50,0.00025,797.907247543335,00:13:17,0.0002130386419594288,0.8107579350471497,0.643385648727417,0.0,0.0,0.00042070713243447244,0.8264267444610596,0.5996806621551514,0.6203996539115906
90,2026-04-19 05:15:08,0.00025,798.0003588199615,00:13:18,0.0002147300256183371,0.8101890683174133,0.642768919467926,0.0,0.0,0.0004200472903903574,0.8260143399238586,0.59931880235672,0.6199602484703064
91,2026-04-19 05:28:25,0.00025,797.6427619457245,00:13:17,0.0002130721404682845,0.8106647729873657,0.643224835395813,0.0,0.0,0.0004197647504042834,0.8264230489730835,0.599870502948761,0.6203905940055847
92,2026-04-19 05:41:43,0.00025,797.7051603794098,00:13:17,0.00021327774447854608,0.8102166652679443,0.6430736184120178,0.0,0.0,0.0004203020653221756,0.8262183666229248,0.5996689200401306,0.6201890110969543
93,2026-04-19 05:55:01,0.00025,797.5313200950623,00:13:17,0.00021366889995988458,0.8107163906097412,0.6430602669715881,0.0,0.0,0.0004200698749627918,0.8267103433609009,0.5996010303497314,0.6203134059906006
94,2026-04-19 06:08:18,0.00025,797.6143620014191,00:13:17,0.00021206826204434037,0.8101865649223328,0.6426953673362732,0.0,0.0,0.0004194671637378633,0.8264772891998291,0.59914231300354,0.6199455261230469
95,2026-04-19 06:21:36,0.00025,797.5181307792664,00:13:17,0.00021267583360895514,0.8103176355361938,0.6425820589065552,0.0,0.0,0.0004195474029984325,0.8263847827911377,0.5990578532218933,0.6198942065238953
